otu,Phylum,Class,Order,Family,Genus,Species,Subspecies,Similarity,Status,Process ID
,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis,typica,,87.25,Published,GBNM3842-14
,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,Necator,americanus,,87.25,Published,GBMIN138407-18
,Nematoda,Chromadorea,Strongylida,Strongylidae,Quilonia,africana,,87.18,Published,GBNM2068-13
,Nematoda,Chromadorea,Strongylida,Strongylidae,Quilonia,africana,,87.18,Published,GBNM2069-13
,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,Necator,americanus,,87.18,Published,GBMNA7076-19
,Nematoda,Chromadorea,Strongylida,Strongylidae,Murshidia,linstowi,,86.87,Published,GBNM1920-13
,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis,simplex,,86.84,Published,GBSP4448-12
,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,Necator,americanus,,86.82,Published,GBMNA7097-19
otu1093,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu1095,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,acheronensis,,83.91,Private,
,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,asperulum,,83.75,Published,GBCMD2444-09
,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,,,,83.33,Published,GENHP688-11
,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Chimaera,,,83.33,Private,
,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,,,82.76,Private,
,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,,,82.76,Private,
,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,,,82.76,Private,
,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,acheronensis,,82.76,Private,
,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,bannerorum,,82.72,Private,
,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,crinitus,,82.22,Published,GBMND89327-21
,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,crinitus,,82.22,Published,GBMND89325-21
,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,crinitus,,82.22,Published,GBMND89322-21
,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,crinitus,,82.22,Published,GBMND89321-21
,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Chimaera,phantasma,,82.14,Private,
,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,,,81.61,Private,
,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,,,81.61,Private,
,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,,,81.61,Private,
,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,,,81.61,Private,
,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,,,81.61,Private,
,Arthropoda,Malacostraca,Decapoda,Atyidae,Atyaephyra,,,81.61,Private,
otu1096,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,subrubicundus,100,Private,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,,,,100,Published,RBNII388-13
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Early-Release,
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,,,100,Published,MOBIL2185-16
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,,,100,Published,MOBIL2170-16
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,,,100,Published,MOBIL2189-16
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,100,Published,MOBIL5130-17
,Annelida,Clitellata,Haplotaxida,Lumbricidae,,,,100,Published,SSKNA9978-15
,Annelida,Clitellata,Haplotaxida,Lumbricidae,Dendrodrilus,rubidus,,99.44,Published,ECTTO007-09
otu110,Chlorophyta,Trebouxiophyceae,,,,,,79.89,Published,JRPAA9724-15
,Chlorophyta,Trebouxiophyceae,,,,,,79.89,Published,JRPAA5386-15
,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,paru,,78.67,Published,TZAIB745-06
,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Tigriopus,californicus,,78.21,Published,GBFCM0058-06
,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Scagelia,pylaisaei,,78.21,Early-Release,
,Arthropoda,Insecta,Plecoptera,Leuctridae,Leuctra,castillana,,76.92,Published,GBMNB60350-20
,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Tigriopus,californicus,,76.92,Published,GBFCM0030-06
,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Halopeltis,prostrata,,76.77,Private,
,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,,,76,Published,GBGC15823-19
,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,,,76,Published,GBGC15821-19
,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,,,76,Published,GBGC15820-19
,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,,,76,Published,GBGC15819-19
,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,,,76,Published,GBGC15818-19
,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,,,76,Published,GBGC15817-19
,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,,,76,Published,GBGC15816-19
,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,,,76,Published,GBGC15815-19
,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,joubini,,76,Published,NZEC834-09
,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,joubini,,76,Published,NZEC837-09
,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,articulata,,76,Published,PNMIA426-14
,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Prionitis,sternbergii,,76,Private,
otu1101,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,sp.,,84.24,Published,GBBAC702-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,sp.,,83.03,Private,
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,sp.,,83.03,Published,GBBAC724-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,nodulans,,83.03,Published,GBBAC710-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,oryzae,,81.21,Published,GBBAC1164-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,mesophilicum,,81.21,Published,GBBAC1154-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,extorquens,,81.21,Published,GBBAC120-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,extorguens,,80.61,Private,
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,radiotolerans,,80.61,Private,
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,extorquens,,80.61,Published,GBBAC1048-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,radiotolerans,,80.61,Published,GBBAC1094-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,populi,,80,Private,
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,extorquens,,80,Published,GBBAC1086-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,extorquens,,80,Published,GBBAC1050-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,extorquens,,80,Published,GBBAC1046-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,populi,,80,Published,GBBAC1116-15
,Proteobacteria,Alphaproteobacteria,,,,,,79.39,Published,GBBAC1466-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,sp.,,79.39,Published,GBBAC1120-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,caulinodans,,79.17,Published,GBBAC994-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,manganoxydans,,78.57,Published,GBBAC678-15
otu1102,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Phrantela,sp. KEP-2004,,82.05,Published,GBMLH0543-06
,Rhodophyta,Florideophyceae,Hapalidiales,Hapalidiaceae,Clathromorphum,sp. 1circumscriptum,,82.05,Published,ABMMC8477-10
,Porifera,Demospongiae,,,,,,81.63,Published,GBSP12012-19
,Heterokontophyta,Oomycota,,,,,,80.77,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Dikerogammarus,villosus,,80.77,Private,
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,80.49,Published,KHA650-14
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,80.49,Published,KHA651-14
,Porifera,Demospongiae,Clionaida,Clionaidae,Clionaopsis,sp. MN,,80.18,Published,GBSP16143-19
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,80.12,Published,KHA667-14
,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,plumosa,,80,Published,GBML238-07
,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,daedalea,,80,Published,GBCI1016-09
,Porifera,Demospongiae,,,,,,80,Published,GBSP11987-19
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,79.89,Published,KHA442-14
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,79.89,Published,KHA443-14
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,79.89,Published,KHA447-14
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,79.89,Published,KHA449-14
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,79.89,Published,KHA450-14
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,79.89,Published,KHA542-14
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,79.89,Published,KHA544-14
,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,capillata,,79.89,Published,KHA546-14
otu1106,Arthropoda,Arachnida,Scorpiones,Chaerilidae,Chaerilus,,,84.62,Published,GBCH7765-13
,Mollusca,Bivalvia,Cardiida,Cardiidae,Fragum,unedo,,84,Published,GBMBV052-10
,Mollusca,Bivalvia,Cardiida,Cardiidae,Fragum,unedo,,84,Published,GBMBV053-10
,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Euscorpius,sp. EC209,,84,Published,GACO2323-19
,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Euscorpius,sp. FESP33,,83.95,Published,GACO2335-19
,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Euscorpius,sp. EC210,,83.33,Published,GACO2324-19
,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Phrantela,sp. KEP-2004,,82.72,Published,GBMLH0543-06
,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,,,82.72,Early-Release,
,Arthropoda,Arachnida,Ixodida,Ixodidae,Amblyomma,maculatum,,82.72,Published,GACAC4107-19
,Heterokontophyta,Oomycota,,,,,,82.72,Private,
,Mollusca,Bivalvia,Cardiida,Cardiidae,Fragum,unedo,,82.67,Published,GBMBV055-10
,Arthropoda,Insecta,Coleoptera,,,,,82.5,Published,PLAFC1041-21
,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,digitifera,,82.14,Published,GBCI8979-19
,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,,82.14,Published,GBCI7055-17
,Mollusca,Bivalvia,Unionida,Unionidae,Uniomerus,sp. MAM-2010,,82.05,Published,GBML6383-19
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,imicola,,82.05,Published,GBDP33043-19
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,imicola,,82.05,Published,GBMIN54125-17
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,imicola,,82.05,Published,GBMIN54157-17
,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,inconspicua,,82.05,Private,
,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Peyssonnelia,sp. 2VIC,,82.02,Private,
otu1111,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu1112,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,stellatus sp. MAR2,,82.14,Published,PNMIA539-14
,Ascomycota,,,,,,,80.77,Published,RNOCF416-17
,Mollusca,Bivalvia,Unionida,Unionidae,Elliptio,complanata,,80.52,Private,
,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Heptagenia,flavescens,,79.49,Published,INHSE146-09
,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Scagelia,pylaisaei,,79.49,Early-Release,
,Arthropoda,Malacostraca,Decapoda,Portunidae,Thalamita,gracilipes,,79.01,Published,GBCMD21649-19
,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramium,pacificum,,78.82,Private,
,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,mediopunctatum,mediopunctatum,78.67,Private,
,Arthropoda,Insecta,Coleoptera,Buprestidae,Dicerca,lurida,,78.67,Published,BUPLF088-08
,Arthropoda,Hexanauplia,Harpacticoida,,,,,78.67,Private,
,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,sp. lineage 5b JB-2020,,78.57,Published,GBMNC69065-20
,Arthropoda,Malacostraca,Decapoda,Atyidae,Caridina,grandirostris,,78.57,Published,GBCMD26642-19
,Arthropoda,Malacostraca,Decapoda,Atyidae,Caridina,grandirostris,,78.57,Published,GBCMD26641-19
,Arthropoda,Malacostraca,Decapoda,Atyidae,Caridina,grandirostris,,78.57,Published,GBCMD26639-19
,Arthropoda,Malacostraca,Decapoda,Atyidae,Caridina,grandirostris,,78.57,Published,GBCMD26638-19
,Arthropoda,Malacostraca,Decapoda,,,,,78.57,Published,GBCMD9739-13
,Mollusca,Gastropoda,Cycloneritida,Neritidae,Nerita,atramentosa,,78.57,Published,GBMLG1934-06
,Mollusca,Gastropoda,Cycloneritida,Neritidae,Nerita,atramentosa,,78.57,Published,GBMLG1945-06
,Mollusca,Gastropoda,Littorinimorpha,Tateidae,,,,78.21,Published,GBML32535-19
,Mollusca,Gastropoda,Littorinimorpha,Tateidae,,,,78.21,Published,GBML32513-19
otu1114,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu1115,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Parvibaculum,lavamentivorans,,78.49,Private,
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Parvibaculum,lavamentivorans,,78.49,Published,GBBAC484-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,pacificus,,77.14,Published,GBBAC2354-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,aquibiodomus,,75.43,Published,GBBAC2845-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,sp.,,75,Published,GBBAC550-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,oligotrophicum,,75,Published,GBBAC060-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,sp.,,74.42,Private,
,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,sp.,,74.42,Published,GBBAC2233-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,sp.,,74.42,Published,GBBAC066-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,broomeae,,73.84,Published,GBBAC496-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Lutibaculum,baratangense,,73.26,Published,GBBAC520-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,sp.,,72.46,Published,GBBAC2166-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,sp.,,72.46,Published,GBBAC702-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,sp.,,72.29,Private,
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Chelativorans,sp.,,72.29,Published,GBBAC3136-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,nitrativorans,,72.29,Published,GBBAC1108-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,freirei,,71.78,Published,GBBAC2352-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,adhaerens,,71.78,Published,GBBAC2112-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,sp.,,71.78,Published,GBBAC606-15
,Actinobacteria,Actinobacteria_incertae_sedis,Actinomycetales,Actinomycetales_incertae_sedis,Sphingomonas,taxi,,71.78,Published,GBBAC1088-15
otu1117,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,sp.,,73.47,Published,GBBAC2054-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,sp.,,72.11,Published,GBBAC1684-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,72,Published,GBBAC1982-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,,71.53,Published,GBBAC1980-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,,71.43,Published,GBBAC1634-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,fabrum,,71.43,Published,GBBAC1632-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,sp.,,70.83,Published,GBBAC1970-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,,70.75,Published,GBBAC2108-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,,70.75,Published,GBBAC2036-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,70.75,Published,GBBAC988-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,mesoamericanum,,70.75,Published,GBBAC1166-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,70.75,Published,GBBAC1102-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,,70.14,Published,GBBAC1984-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,galegae,,70.11,Published,GBBAC122-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,adhaerens,,70.07,Published,GBBAC2112-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,etli,,70.07,Published,GBBAC1098-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,70,Published,GBBAC1428-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,,69.64,Published,GBBAC048-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,galegae,,69.54,Published,GBBAC197-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,albertimagni,,69.39,Published,GBBAC3005-15
otu112,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,argenteum,,100,Published,JRPAA6123-15
,Bryophyta,Bryopsida,Splachnales,Splachnaceae,Tetraplodon,fuegianus,,99.44,Published,JRPAA6135-15
,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Bartramia,pomiformis,,98.87,Published,JRPAA9840-15
,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Bartramia,pomiformis,,98.87,Published,JRPAA6120-15
,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Bartramia,pomiformis,,98.87,Published,JRPAA6246-15
,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Codriophorus,varius,,97.74,Published,JRPAA9897-15
,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,elongatum,,97.74,Published,JRPAA9896-15
,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Codriophorus,aciculare,,97.74,Published,JRPAA9892-15
,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,ericoides,,97.74,Published,JRPAA9886-15
,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,speciosum,,97.74,Published,JRPAA9879-15
,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Codriophorus,laevigatus,,97.74,Published,JRPAA9872-15
,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,stellatum,,97.74,Published,JRPAA9843-15
